Month,Day,Hour,Beam Irradiance (W/m^2),Diffuse Irradiance (W/m^2),Ambient Temperature (C),Wind Speed (m/s),Plane of Array Irradiance (W/m^2),Cell Temperature (C),DC_Out,AC_out,Electricity
4,23,18,206,35,25.9,2.1,37.937,26.083,271.271,210.61,1.674012984
4,23,19,0,0,24.4,2.1,0,24.4,0,0,1.798599414
4,23,20,0,0,22.6,1.9,0,22.6,0,0,1.723154197
4,23,21,0,0,20.7,1.7,0,20.7,0,0,1.330855744
4,23,22,0,0,18.9,1.5,0,18.9,0,0,0.946864962
4,23,23,0,0,17.2,1.9,0,17.2,0,0,0.604668197
4,24,0,0,0,15.6,2.2,0,15.6,0,0,0.498690252
4,24,1,0,0,13.9,2.6,0,13.9,0,0,0.451592426
4,24,2,0,0,12.6,2.8,0,12.6,0,0,0.439864332
4,24,3,0,0,11.3,2.9,0,11.3,0,0,0.438424967
4,24,4,0,0,10,3.1,0,10,0,0,0.487889864
4,24,5,4,2,11.9,2.9,1.94,10.129,17.847,0,0.644415864
4,24,6,111,50,13.7,2.8,52.883,13.233,433.707,369.93,0.855396116
4,24,7,628,75,15.6,2.6,274.537,20.938,2120.226,2018.777,0.786575472
4,24,8,750,128,19.1,2.8,542.697,31.38,4386.333,4219.002,0.712270291
4,24,9,781,175,22.6,2.9,764.696,40.487,6054.168,5827.166,0.71851266
4,24,10,786,221,26.1,3.1,936.489,47.83,7180.709,6908.038,0.733781329
4,24,11,641,373,28,3.1,1023.009,51.917,7684.119,7389.641,0.719210292
4,24,12,802,257,29.8,3.1,1088.255,55.234,8029.104,7719.185,0.696651157
4,24,13,573,324,31.7,3.1,901.75,53.205,6726.084,6472.364,0.759464428
4,24,14,323,461,31.9,4.1,754.879,48.245,5778.111,5561.64,0.978850057
4,24,15,642,238,32,5.2,707.626,45.554,5456.529,5251.999,1.311372385
4,24,16,401,213,32.2,6.2,419.49,39.436,3280.768,3147.764,1.812552932
4,24,17,547,78,30.2,4.8,234.681,34.518,1677.45,1586.829,1.843105478
4,24,18,116,31,28.1,3.5,32.053,28.068,241.617,181.515,1.819868513
4,24,19,0,0,26.1,2.1,0,26.1,0,0,1.879555455
4,24,20,0,0,23.7,1.9,0,23.7,0,0,1.733335879
4,24,21,0,0,21.3,1.7,0,21.3,0,0,1.229954074
4,24,22,0,0,18.9,1.5,0,18.9,0,0,0.861698988
4,24,23,0,0,17.6,2.2,0,17.6,0,0,0.598094509
4,25,0,0,0,16.3,2.9,0,16.3,0,0,0.498690252
4,25,1,0,0,15,3.6,0,15,0,0,0.451592426
4,25,2,0,0,14.1,3.4,0,14.1,0,0,0.439864332
4,25,3,0,0,13.1,3.3,0,13.1,0,0,0.438424967
4,25,4,0,0,12.2,3.1,0,12.2,0,0,0.487889864
4,25,5,2,2,14.8,3.4,1.94,13.185,17.608,0,0.632764706
4,25,6,270,42,17.4,3.8,56.858,17.152,394.636,331.617,0.855396116
4,25,7,604,79,20,4.1,271.831,24.609,2072.901,1972.641,0.786575472
4,25,8,756,111,22.4,3.2,529.572,33.848,4225.445,4063.368,0.712270291
4,25,9,837,136,24.8,2.4,765.487,43.657,5960.339,5736.946,0.71851266
4,25,10,884,152,27.2,1.5,949.917,53.96,7047.7,6780.646,0.733781329
4,25,11,906,162,29.2,2.7,1056.177,54.841,7808.182,7508.198,0.719210292
4,25,12,913,164,31.3,4,1090.51,54.85,8062.638,7751.195,0.780651021
4,25,13,906,160,33.3,5.2,1046.446,53.653,7786.025,7487.029,0.99231975
4,25,14,880,150,33.3,5.2,929.439,51.426,6988.083,6723.527,1.207901867
4,25,15,823,139,33.3,5.2,738.471,47.707,5620.853,5410.265,1.542233105
4,25,16,735,111,33.3,5.2,496.497,42.897,3762.932,3615.47,2.026262782
4,25,17,561,77,30.9,4.5,237.692,35.612,1686.794,1595.952,2.015274046
4,25,18,361,27,28.5,3.8,37.17,28.587,219.918,160.223,1.94793139
4,25,19,2,1,26.1,3.1,0.97,24.804,8.348,0,1.959881693
4,25,20,0,0,23.9,2.6,0,23.9,0,0,1.83276444
4,25,21,0,0,21.6,2,0,21.6,0,0,1.407563439
4,25,22,0,0,19.4,1.5,0,19.4,0,0,1.001281383
4,25,23,0,0,18.1,2,0,18.1,0,0,0.634453449
4,26,0,0,0,16.9,2.6,0,16.9,0,0,0.498690252
4,26,1,0,0,15.6,3.1,0,15.6,0,0,0.451592426
4,26,2,0,0,14.5,3.3,0,14.5,0,0,0.439864332
4,26,3,0,0,13.3,3.4,0,13.3,0,0,0.438424967
4,26,4,0,0,12.2,3.6,0,12.2,0,0,0.487889864
4,26,5,10,3,14.6,4.3,2.91,13.168,26.413,0,0.632764706
4,26,6,368,37,17,5,60.425,16.868,383.739,320.93,0.855396116
4,26,7,686,65,19.4,5.7,285.736,23.502,2168.634,2065.96,0.786575472
4,26,8,818,91,22.4,5.5,543.972,31.725,4378.712,4211.63,0.712270291
4,26,9,888,110,25.3,5.4,774.372,39.4,6159.784,5928.684,0.71851266
4,26,10,924,123,28.3,5.2,950.928,46.383,7345.662,7065.94,0.733781329
4,26,11,946,131,30.2,4.8,1064.27,51.588,8007.909,7698.95,0.719210292
4,26,12,950,133,32,4.5,1096.531,54.774,8110.535,7796.911,0.789769265
4,26,13,948,130,33.9,4.1,1056.779,56.595,7737.206,7440.379,0.994548844
4,26,14,929,122,33.7,4.5,938.307,53.36,6980.967,6716.708,1.216483661
4,26,15,887,108,33.5,4.8,749.884,48.824,5670.899,5458.449,1.533380703
4,26,16,811,88,33.3,5.2,512.516,43.215,3867.546,3716.841,2.043754992
4,26,17,661,62,31.6,4.7,252.384,36.522,1753.581,1661.146,2.063195628
4,26,18,298,32,30,4.1,39.452,30.194,252.853,192.54,2.041069996
4,26,19,2,1,28.3,3.6,0.97,27.14,8.257,0,2.070800007
4,26,20,0,0,27,3.9,0,27,0,0,1.966161341
4,26,21,0,0,25.7,4.3,0,25.7,0,0,1.55208156
4,26,22,0,0,24.4,4.6,0,24.4,0,0,1.143596
4,26,23,0,0,21.8,4.4,0,21.8,0,0,0.598094509
4,27,0,0,0,19.3,4.3,0,19.3,0,0,0.515971168
4,27,1,0,0,16.7,4.1,0,16.7,0,0,0.451592426
4,27,2,0,0,15.8,4.3,0,15.8,0,0,0.439864332
4,27,3,0,0,14.8,4.4,0,14.8,0,0,0.438424967
4,27,4,0,0,13.9,4.6,0,13.9,0,0,0.487889864
4,27,5,11,3,15.6,5,2.91,14.311,26.279,0,0.632764706
4,27,6,332,41,17.2,5.3,62.159,17.112,411.948,348.594,0.855396116
4,27,7,386,139,18.9,5.7,260.06,22.531,2090.205,1989.511,0.786575472
4,27,8,598,176,21.7,5.3,507.127,30.488,4137.938,3978.682,0.712270291
4,27,9,766,160,24.4,5,739.698,38.403,5918.378,5696.588,0.71851266
4,27,10,806,201,27.2,4.6,934.267,46.164,7226.464,6951.847,0.733781329
4,27,11,645,326,28.7,3.8,978.249,50.198,7415.847,7133.098,0.758738315
4,27,12,319,446,30.2,2.9,785.505,49.386,5981.082,5756.893,0.878996615
4,27,13,303,432,31.7,2.1,741.665,51.225,5591.624,5382.12,1.033861753
4,27,14,491,323,32.1,3.3,765.99,49.567,5819.9,5601.852,1.235856657
4,27,15,694,164,32.4,4.5,672.194,46.361,5156.078,4962.385,1.529572979
4,27,16,440,181,32.8,5.7,411.024,40.245,3191.91,3061.485,2.03350948
4,27,17,488,91,30.9,4.8,230.551,35.138,1665.859,1575.513,2.037837161
4,27,18,101,44,29.1,4,42.589,29.297,331.96,270.145,1.998626777
4,27,19,1,1,27.2,3.1,0.97,25.953,8.303,0,2.032125689
4,27,20,0,0,25.5,2.6,0,25.5,0,0,1.914200717
4,27,21,0,0,23.9,2,0,23.9,0,0,1.497930562
4,27,22,0,0,22.2,1.5,0,22.2,0,0,1.093401745
4,27,23,0,0,20,2.2,0,20,0,0,0.700530648
4,28,0,0,0,17.8,2.9,0,17.8,0,0,0.498690252
4,28,1,0,0,15.6,3.6,0,15.6,0,0,0.451592426
4,28,2,0,0,14.8,2.9,0,14.8,0,0,0.439864332
4,28,3,0,0,14.1,2.2,0,14.1,0,0,0.438424967
4,28,4,0,0,13.3,1.5,0,13.3,0,0,0.487889864
4,28,5,20,5,15.5,2.5,4.849,13.792,43.9,0,0.632764706
4,28,6,321,43,17.8,3.6,63.767,17.719,427.958,364.293,0.855396116
4,28,7,501,120,20,4.6,279.368,24.513,2187.388,2084.238,0.786575472
4,28,8,731,141,22.6,4.4,548.197,33.26,4398.479,4230.747,0.712270291
4,28,9,787,179,25.2,4.3,774.886,41.131,6116.169,5886.766,0.71851266
4,28,10,796,248,27.8,4.1,972.822,48.396,7437.538,7153.85,0.733781329
4,28,11,772,281,29.5,3.9,1058.158,52.491,7923.48,7618.332,0.752742673
4,28,12,792,270,31.1,3.8,1089.899,55.037,8049.891,7739.027,0.886748391
4,28,13,602,363,32.8,3.6,967.386,54.638,7159.619,6887.842,1.077992437
4,28,14,527,335,32.6,2.4,808.753,53.371,6020.47,5794.768,1.287133252
4,28,15,411,337,32.4,1.2,634.625,52.099,4737.097,4558.003,1.585785324
4,28,16,287,240,32.2,0,386.236,49.448,2884.238,2762.532,2.053750833
4,28,17,185,122,30.2,0,170.665,38.493,1291.789,1210.056,2.086504907
4,28,18,51,37,28.1,0,35.662,29.105,287.02,226.061,2.045088494
4,28,19,0,0,26.1,0,0,26.1,0,0,2.080580535
4,28,20,0,0,25.2,1.2,0,25.2,0,0,1.968889675
4,28,21,0,0,24.2,2.4,0,24.2,0,0,1.540298049
4,28,22,0,0,23.3,3.6,0,23.3,0,0,1.062645003
4,28,23,0,0,21.3,3.8,0,21.3,0,0,0.598094509
4,29,0,0,0,19.2,3.9,0,19.2,0,0,0.533827194
4,29,1,0,0,17.2,4.1,0,17.2,0,0,0.454203666
4,29,2,0,0,17,4.8,0,17,0,0,0.441229737
4,29,3,0,0,16.9,5.5,0,16.9,0,0,0.441096125
4,29,4,0,0,16.7,6.2,0,16.7,0,0,0.49198656
4,29,5,43,5,18.2,5.5,4.849,17.06,43.26,0,0.643390226
4,29,6,527,28,19.6,4.8,67.481,19.652,365.512,303.053,0.876557495
4,29,7,785,47,21.1,4.1,303.045,26.415,2247.457,2142.773,0.819012799
4,29,8,890,66,23.7,4.8,559.59,34.136,4445.429,4276.145,0.757301386
4,29,9,945,80,26.3,5.5,787.471,40.523,6227.113,5993.381,0.784920413
4,29,10,977,89,28.9,6.2,963.792,45.471,7480.286,7194.742,0.871539604
4,29,11,991,95,29.8,5.3,1071.327,50.188,8121.578,7807.45,0.959194601
4,29,12,999,97,30.8,4.5,1108.308,53.845,8239.233,7919.709,1.046681771
4,29,13,996,95,31.7,3.6,1066.427,55.642,7848.787,7546.989,1.166356951
4,29,14,979,88,31.7,3.8,945.876,52.707,7061.483,6793.85,1.340872718
4,29,15,945,78,31.7,3.9,759.891,48.511,5753.028,5537.501,1.626367879
4,29,16,885,63,31.7,4.1,524.478,43.08,3949.659,3796.384,2.064271182
4,29,17,764,44,30,3.4,264.992,35.922,1815.607,1721.679,2.079447715
4,29,18,458,25,28.4,2.8,41.148,28.714,222.488,162.746,2.050853504
4,29,19,13,2,26.7,2.1,1.94,25.296,16.658,0,2.093753839
4,29,20,0,0,25.4,2.4,0,25.4,0,0,1.975528542
4,29,21,0,0,24.1,2.8,0,24.1,0,0,1.555010605
4,29,22,0,0,22.8,3.1,0,22.8,0,0,1.14082965
4,29,23,0,0,20.8,3.1,0,20.8,0,0,0.736303594
4,30,0,0,0,18.7,3.1,0,18.7,0,0,0.544380807
4,30,1,0,0,16.7,3.1,0,16.7,0,0,0.454203666
4,30,2,0,0,16.3,3.4,0,16.3,0,0,0.441229737
4,30,3,0,0,16,3.8,0,16,0,0,0.441096125
4,30,4,0,0,15.6,4.1,0,15.6,0,0,0.49198656
4,30,5,29,6,16.9,3.9,5.819,15.5,52.279,0,0.643390226
4,30,6,466,34,18.1,3.8,67.984,18.126,396.852,333.79,0.876557495
4,30,7,743,57,19.4,3.6,299.849,24.859,2256.089,2151.183,0.819012799
4,30,8,860,78,21.6,3.4,556.251,33.49,4438.133,4269.09,0.757301386
4,30,9,920,95,23.9,3.3,784.929,41.527,6176.844,5945.078,0.76942893
4,30,10,958,106,26.1,3.1,964.678,48.49,7369.888,7089.124,0.786270131
4,30,11,972,112,28.1,2.9,1070.171,53.592,7965.609,7658.562,0.848858702
4,30,12,976,114,30.2,2.8,1102.383,56.807,8063.229,7751.759,0.96988573
4,30,13,971,111,32.2,2.6,1058.362,58.391,7671.897,7377.959,1.134052062
4,30,14,950,105,32.4,3.3,937.924,54.173,6946.906,6684.068,1.349258401
4,30,15,914,92,32.6,3.9,752.002,49.223,5673.175,5460.639,1.671169571
4,30,16,847,75,32.8,4.6,517.171,43.548,3890.477,3739.057,2.174432176
4,30,17,714,53,30.9,3.9,259.033,36.395,1785.712,1692.505,2.176030484
4,30,18,390,29,27.8,3.3,41.014,28.033,239.456,179.395,2.075259549
4,30,19,9,2,25.2,2.7,1.94,23.849,16.772,0,2.05356389
4,30,20,0,0,22.8,3.1,0,22.8,0,0,1.909905481
4,30,21,0,0,21.1,3.3,0,21.1,0,0,1.478026403
4,30,22,0,0,20.1,3.4,0,20.1,0,0,1.069407029
4,30,23,0,0,19.9,3.1,0,19.9,0,0,0.699353092
5,1,0,0,0,20.3,3.1,0,20.3,0,0,0.497157112
5,1,1,0,0,20.2,2.8,0,20.2,0,0,0.450765533
5,1,2,0,0,19.8,2.7,0,19.8,0,0,0.439028438
5,1,3,0,0,19.1,2.5,0,19.1,0,0,0.437583682
5,1,4,0,0,18,2.4,0,18,0,0,0.486615807
5,1,5,16,8,19.5,2.7,7.759,18.015,68.916,12.012,0.615801697
5,1,6,376,43,21.7,3.1,70.044,21.852,444.651,380.661,0.805820786
5,1,7,653,80,23.9,3.6,293.768,29.274,2197.989,2094.569,0.738659823
5,1,8,773,120,25.7,3.4,552.333,37.472,4336.184,4170.5,0.695980899
5,1,9,842,147,27.6,3.3,783.056,45.109,6053.897,5826.905,0.790115555
5,1,10,874,180,29.4,3.1,970.172,51.803,7283.138,7006.1,0.882136323
5,1,11,799,194,30.9,3.3,990.701,53.653,7371.759,7090.914,0.995893725
5,1,12,866,214,32.4,3.4,1099.925,57.217,8027.013,7717.188,1.13584697
5,1,13,686,290,33.9,3.6,974.103,55.867,7160.783,6888.957,1.340053095
5,1,14,717,273,33.9,3.1,911.452,55.316,6711.612,6458.483,1.56844698
5,1,15,737,183,33.9,2.6,720.607,52.028,5364.054,5162.892,1.901678691
5,1,16,664,142,33.9,2.1,489.859,47.12,3644.487,3500.649,2.403914163
5,1,17,537,86,32.6,2.1,239.895,38.932,1688.683,1597.796,2.383434754
5,1,18,148,48,31.3,2.1,48.287,31.915,360.709,298.343,2.289555775
5,1,19,3,2,30,2.1,1.94,28.748,16.387,0,2.269855213
5,1,20,0,0,28.9,3.8,0,28.9,0,0,2.207539795
5,1,21,0,0,27.8,5.5,0,27.8,0,0,1.781944746
5,1,22,0,0,26.7,7.2,0,26.7,0,0,1.359494355
5,1,23,0,0,25.4,5.8,0,25.4,0,0,0.942173991
5,2,0,0,0,24.1,4.5,0,24.1,0,0,0.730076064
5,2,1,0,0,22.8,3.1,0,22.8,0,0,0.604433466
5,2,2,0,0,21.9,3.3,0,21.9,0,0,0.540641294
5,2,3,0,0,20.9,3.4,0,20.9,0,0,0.494644028
5,2,4,0,0,20,3.6,0,20,0,0,0.512806995
5,2,5,8,8,21.3,3.3,7.759,19.965,68.304,11.411,0.661220028
5,2,6,167,62,22.6,2.9,69.906,22.771,533.066,467.338,0.868868177
5,2,7,395,145,23.9,2.6,270.849,29.278,2115.068,2013.748,0.800628645
5,2,8,665,191,25.7,2.2,561.091,39.282,4386.492,4219.155,0.799598435
5,2,9,663,224,27.6,1.9,728.356,46.809,5587.671,5378.313,0.974045265
5,2,10,653,278,29.4,1.5,874.878,54.041,6490.15,6245.987,1.064991148
5,2,11,626,325,30,1.7,956.972,56.326,7017.571,6751.782,1.159696866
5,2,12,688,299,30.5,1.9,1012.188,57.616,7370.416,7089.628,1.265181299
5,2,13,686,264,31.1,2.1,947.846,56.128,6957.743,6694.454,1.407595201
5,2,14,461,223,31.1,2.1,636.652,48.55,4862.505,4679.104,1.558617712
5,2,15,585,224,31.1,2.1,650.083,48.024,4948.452,4762.068,1.832876194
5,2,16,550,147,31.1,2.1,435.772,42.798,3323.822,3189.559,2.200839068
5,2,17,528,88,30,2.4,239.326,35.842,1714.576,1623.073,2.187758637
5,2,18,266,39,28.9,2.8,44.873,29.252,302.528,241.275,2.102472594
5,2,19,7,2,27.8,3.1,1.94,26.602,16.556,0,2.115072224
5,2,20,0,0,26.9,3.3,0,26.9,0,0,2.079100671
5,2,21,0,0,25.9,3.4,0,25.9,0,0,1.67695733
5,2,22,0,0,25,3.6,0,25,0,0,1.271654116
5,2,23,0,0,23.7,3.8,0,23.7,0,0,0.872607211
5,3,0,0,0,22.4,3.9,0,22.4,0,0,0.498063361
5,3,1,0,0,21.1,4.1,0,21.1,0,0,0.450765533
5,3,2,0,0,20.2,3.8,0,20.2,0,0,0.439028438
5,3,3,0,0,19.2,3.4,0,19.2,0,0,0.437583682
5,3,4,0,0,18.3,3.1,0,18.3,0,0,0.486615807
5,3,5,6,8,19.2,3.3,7.759,17.811,68.98,12.075,0.615801697
5,3,6,285,51,20.2,3.4,70.008,20.317,485.672,420.879,0.805820786
5,3,7,577,91,21.1,3.6,280.94,26.154,2155.572,2053.229,0.738659823
5,3,8,724,126,23,3.3,532.249,34.415,4247.045,4084.268,0.695980899
5,3,9,799,152,24.8,2.9,756.54,42.429,5931.346,5709.061,0.771094736
5,3,10,841,169,26.7,2.6,929.734,49.408,7069.482,6801.513,0.866546684
5,3,11,867,178,27.8,2.6,1040.575,53.383,7754.193,7456.612,0.939826795
5,3,12,874,181,28.9,2.6,1074.096,55.443,7915.528,7610.737,1.031370414
5,3,13,863,178,30,2.6,1026.998,55.522,7563.691,7274.509,1.166119428
5,3,14,839,167,30.4,3.1,907.761,51.942,6806.203,6549.194,1.358869416
5,3,15,791,148,30.7,3.6,722.323,47.115,5515.645,5308.946,1.678600359
5,3,16,707,120,31.1,4.1,490.096,41.699,3741.471,3594.669,2.091644724
5,3,17,545,84,30.2,3.6,240.426,35.388,1719.946,1628.315,2.115110432
5,3,18,210,42,29.2,3.1,45.093,29.54,319.137,257.567,2.048824848
5,3,19,1,2,28.3,2.6,1.94,27.052,16.52,0,2.093087384
5,3,20,0,0,27,2.6,0,27,0,0,2.052823058
5,3,21,0,0,25.7,2.6,0,25.7,0,0,1.655621865
5,3,22,0,0,24.4,2.6,0,24.4,0,0,1.24495206
5,3,23,0,0,23.5,2.6,0,23.5,0,0,0.804356021
5,4,0,0,0,22.6,2.6,0,22.6,0,0,0.664905741
5,4,1,0,0,21.7,2.6,0,21.7,0,0,0.56380465
5,4,2,0,0,20.9,2.2,0,20.9,0,0,0.509675285
5,4,3,0,0,20.2,1.9,0,20.2,0,0,0.466042812
5,4,4,0,0,19.4,1.5,0,19.4,0,0,0.487988567
5,4,5,45,8,20,1.7,7.759,18.279,68.833,11.93,0.615801697
5,4,6,494,35,20.5,1.9,75.77,20.772,438.394,374.525,0.82529207
5,4,7,743,57,21.1,2.1,303.599,27.666,2262.879,2157.799,0.738659823
5,4,8,851,78,23.5,2.3,554.224,36.853,4353.006,4186.77,0.733638692
5,4,9,909,93,25.9,2.4,776.331,45.051,6000.379,5775.45,0.889285543
5,4,10,943,104,28.3,2.6,949.615,51.451,7141.438,6870.432,0.985282584
5,4,11,959,110,29.2,3.3,1054.624,53.319,7861.534,7559.166,1.069408447
5,4,12,963,112,30.2,3.9,1085.764,53.878,8070.202,7758.416,1.173883085
5,4,13,958,109,31.1,4.6,1042.015,52.716,7792.257,7492.983,1.314825938
5,4,14,943,102,31.5,4.4,927.286,51.109,6982.508,6718.186,1.502317749
5,4,15,907,91,31.8,4.3,745.13,47.733,5665.506,5453.256,1.81057743
5,4,16,846,74,32.2,4.1,515.719,43.373,3883.186,3731.993,2.239314677
5,4,17,720,53,30.9,3.8,261.664,36.503,1804.75,1711.085,2.217251806
5,4,18,420,30,29.6,3.4,44.311,29.957,250.177,189.914,2.133093966
5,4,19,15,3,28.3,3.1,2.91,27.14,24.77,0,2.142298203
5,4,20,0,0,27.4,2.8,0,27.4,0,0,2.112206785
5,4,21,0,0,26.5,2.4,0,26.5,0,0,1.717368445
5,4,22,0,0,25.6,2.1,0,25.6,0,0,1.310079573
5,4,23,0,0,24.8,2.3,0,24.8,0,0,0.917660491
5,5,0,0,0,24.1,2.4,0,24.1,0,0,0.713707757
5,5,1,0,0,23.3,2.6,0,23.3,0,0,0.554655439
5,5,2,0,0,21.6,2.2,0,21.6,0,0,0.439028438
5,5,3,0,0,20,1.9,0,20,0,0,0.437583682
5,5,4,0,0,18.3,1.5,0,18.3,0,0,0.486615807
5,5,5,3,9,19.8,2.2,8.729,18.244,77.45,20.39,0.615801697
5,5,6,84,52,21.3,2.9,55.376,21.086,446.289,382.266,0.805820786
5,5,7,459,118,22.8,3.6,267.381,27.538,2077.679,1977.3,0.738659823
5,5,8,561,190,24.8,3.1,503.42,35.748,4013.077,3857.801,0.751118033
5,5,9,661,229,26.9,2.6,731.879,44.429,5685.293,5472.305,0.921710243
5,5,10,750,236,28.9,2.1,919.237,52.607,6871.834,6612.115,1.013492536
5,5,11,572,374,29.5,1.9,952.643,55.138,7031.624,6765.245,1.112894671
5,5,12,600,414,30,1.7,1037.496,58.507,7517.29,7230.135,1.233820856
5,5,13,141,397,30.6,1.5,538.121,47.526,4137.616,3978.37,1.374396722
5,5,14,387,409,31.1,3.1,752.396,48.19,5759.67,5543.894,1.569819289
5,5,15,579,285,31.7,4.6,704.872,46.169,5421.449,5218.2,1.893799541
5,5,16,512,202,32.2,6.2,467.155,40.249,3625.732,3482.464,2.323803835
5,5,17,209,157,31.1,6.5,208.875,34.294,1622.9,1533.568,2.299767152
5,5,18,82,61,30,6.9,57.024,30.3,454.112,389.937,2.185612608
5,5,19,0,3,28.9,7.2,2.91,28.151,24.651,0,2.191666398
5,5,20,0,0,27.6,6.9,0,27.6,0,0,2.137088798
5,5,21,0,0,26.3,6.5,0,26.3,0,0,1.72454119
5,5,22,0,0,25,6.2,0,25,0,0,1.30457379
5,5,23,0,0,23,5.3,0,23,0,0,0.723539397
5,6,0,0,0,20.9,4.5,0,20.9,0,0,0.654221141
5,6,1,0,0,18.9,3.6,0,18.9,0,0,0.53899957
5,6,2,0,0,17.4,3.6,0,17.4,0,0,0.469279995
5,6,3,0,0,15.9,3.6,0,15.9,0,0,0.44025484
5,6,4,0,0,14.4,3.6,0,14.4,0,0,0.490712502
5,6,5,47,9,16.3,3.1,8.729,14.836,78.652,21.57,0.626427217
5,6,6,493,36,18.1,2.6,77.928,18.369,459.323,395.046,0.826982165
5,6,7,734,60,20,2.1,305.013,26.602,2292.018,2186.187,0.771097149
5,6,8,845,80,21.5,2.3,553.925,34.87,4395.527,4227.892,0.741011993
5,6,9,905,97,22.9,2.4,777.871,42.166,6102.85,5873.964,0.785676175
5,6,10,944,107,24.4,2.6,953.465,47.784,7311.555,7033.299,0.89240883
5,6,11,962,114,25.9,3.8,1061.083,49.221,8085.414,7772.935,0.954865087
5,6,12,970,115,27.4,5,1095.035,49.057,8352.444,8027.683,1.033524287
5,6,13,964,113,28.9,6.2,1051.055,47.326,8088.791,7776.158,1.15467392
5,6,14,948,106,29.1,6.2,935.048,45.505,7252.282,6976.563,1.303433797
5,6,15,915,94,29.2,6.2,753.578,42.375,5891.37,5670.61,1.581624699
5,6,16,853,77,29.4,6.2,522.492,38.405,4035.823,3879.826,1.912791365
5,6,17,728,55,28.1,5.5,266.472,32.75,1875.265,1779.889,1.921483083
5,6,18,427,32,26.9,4.8,47.023,27.146,271.433,210.769,1.868649318
5,6,19,17,3,25.6,4.1,2.91,24.468,25.085,0,1.921223904
5,6,20,0,0,24.3,3.6,0,24.3,0,0,1.918324104
5,6,21,0,0,23,3.1,0,23,0,0,1.540343454
5,6,22,0,0,21.7,2.6,0,21.7,0,0,1.142542212
5,6,23,0,0,20.2,2.4,0,20.2,0,0,0.754433432
5,7,0,0,0,18.7,2.3,0,18.7,0,0,0.570629836
5,7,1,0,0,17.2,2.1,0,17.2,0,0,0.458133746
5,7,2,0,0,15.4,2.1,0,15.4,0,0,0.440393843
5,7,3,0,0,13.5,2.1,0,13.5,0,0,0.44025484
5,7,4,0,0,11.7,2.1,0,11.7,0,0,0.490712502
5,7,5,39,11,14.8,2.6,10.668,13.255,96.812,39.398,0.626427217
5,7,6,438,47,18,3.1,82.433,18.376,523.69,458.148,0.826982165
5,7,7,691,88,21.1,3.6,317.894,27.011,2416.278,2307.215,0.771097149
5,7,8,729,139,22.8,3.4,549.311,34.569,4384.777,4217.497,0.741011993
5,7,9,716,197,24.4,3.3,741.479,41.048,5858.336,5638.832,0.765884961
5,7,10,600,364,26.1,3.1,910.938,47.219,7009.48,6744.029,0.870314024
5,7,11,460,394,27.2,3.3,862.112,47.188,6640.446,6390.216,0.958104284
5,7,12,739,356,28.3,3.4,1115.919,53.341,8318.518,7995.331,1.0487158
5,7,13,557,368,29.4,3.6,923.867,50.477,6992.85,6728.095,1.182003021
5,7,14,562,350,29.4,3.3,849.493,49.09,6470.226,6226.86,1.355466838
5,7,15,465,365,29.4,2.9,697.479,46.345,5366.591,5165.337,1.631392929
5,7,16,201,296,29.4,2.6,390.991,39.384,3094.314,2966.69,1.996122533
5,7,17,252,140,28.1,2.2,206.518,33.126,1593.319,1504.681,2.020880901
5,7,18,80,66,26.9,1.9,61.049,27.643,494.106,429.147,1.95243323
5,7,19,3,5,25.6,1.5,4.849,24.172,41.866,0,1.98989652
5,7,20,0,0,23.7,1.5,0,23.7,0,0,1.94433468
5,7,21,0,0,21.9,1.5,0,21.9,0,0,1.542707064
5,7,22,0,0,20,1.5,0,20,0,0,1.124610749
5,7,23,0,0,18.9,1.7,0,18.9,0,0,0.737714332
5,8,0,0,0,17.8,1.9,0,17.8,0,0,0.497157112
5,8,1,0,0,16.7,2.1,0,16.7,0,0,0.450765533
5,8,2,0,0,15.9,1.9,0,15.9,0,0,0.439028438
5,8,3,0,0,15.2,1.7,0,15.2,0,0,0.437583682
5,8,4,0,0,14.4,1.5,0,14.4,0,0,0.486615807
5,8,5,4,9,16.6,2.5,8.729,15.032,78.583,21.502,0.615801697
5,8,6,188,84,18.9,3.6,92.083,19.499,723.301,653.745,0.805820786
5,8,7,345,157,21.1,4.6,265.808,25.404,2135.178,2033.352,0.738659823
5,8,8,469,241,23.5,4.1,501.832,33.459,4062.339,3905.499,0.695980899
5,8,9,594,288,25.9,3.6,738.06,41.896,5812.427,5594.661,0.722380681
5,8,10,545,324,28.3,3.1,822.231,47.409,6320.546,6083.136,0.840922397
5,8,11,739,313,29.6,2.9,1053.288,54.354,7807.717,7507.753,0.960167333
5,8,12,432,428,30.9,2.8,881.082,52.578,6595.123,6346.731,1.090003557
5,8,13,646,365,32.2,2.6,1006.301,56.731,7362.363,7081.922,1.285600162
5,8,14,184,386,32,3.8,546.049,44.62,4260.202,4096.997,1.458586171
5,8,15,201,324,31.9,5,463.855,40.77,3680.156,3535.232,1.751089979
5,8,16,114,245,31.7,6.2,296.965,36.523,2392.087,2283.657,2.142863153
5,8,17,283,121,30.4,5,197.828,33.702,1503.206,1416.663,2.115004843
5,8,18,69,74,29.1,3.8,66.658,29.768,539.325,473.473,2.010878922
5,8,19,5,5,27.8,2.6,4.849,26.667,41.377,0,2.035451668
5,8,20,0,0,26.5,1.7,0,26.5,0,0,2.005156354
