Month,Day,Hour,Beam Irradiance (W/m^2),Diffuse Irradiance (W/m^2),Ambient Temperature (C),Wind Speed (m/s),Plane of Array Irradiance (W/m^2),Cell Temperature (C),DC_Out,AC_out,Electricity
1,16,20,0,0,12.2,1.5,0,12.2,0,0,1.600128979
1,16,21,0,0,12.2,1.5,0,12.2,0,0,1.458263789
1,16,22,0,0,12.2,3.1,0,12.2,0,0,1.181616863
1,16,23,0,0,11.7,4.6,0,11.7,0,0,0.906894751
1,17,0,0,0,10.6,4.6,0,10.6,0,0,0.641569436
1,17,1,0,0,10,4.6,0,10,0,0,0.545670964
1,17,2,0,0,10,4.1,0,10,0,0,0.512992258
1,17,3,0,0,8.9,4.6,0,8.9,0,0,0.512092089
1,17,4,0,0,8.9,4.1,0,8.9,0,0,0.516089893
1,17,5,0,0,8.9,5.2,0,8.9,0,0,0.569425306
1,17,6,0,0,8.9,4.1,0,8.9,0,0,0.761922296
1,17,7,0,4,9.4,3.6,3.781,7.857,35.136,0,1.0697651
1,17,8,0,35,10,3.6,33.198,9.073,306.877,245.541,1.001596123
1,17,9,14,107,11.1,3.6,112.832,12.117,1026.214,950.306,0.860196247
1,17,10,12,222,13.3,4.1,234.926,17.144,2093.926,1993.138,0.862186908
1,17,11,3,232,15.6,4.6,235.901,19.472,2081.34,1980.868,0.856563981
1,17,12,5,229,17.2,5.2,233.203,20.761,2045.37,1945.799,0.830691878
1,17,13,79,284,18.9,6.2,368.702,24.45,3176.476,3046.496,0.794516349
1,17,14,180,225,19.4,7.7,378.872,24.533,3253.552,3121.341,0.79223188
1,17,15,0,115,19.4,8.2,112.733,20.446,990.255,915.117,0.854486795
1,17,16,0,14,17.2,11.3,13.25,16.65,118.426,60.615,1.083719445
1,17,17,0,2,17.2,8.2,1.889,16.279,16.914,0,1.504675259
1,17,18,0,0,14.4,7.2,0,14.4,0,0,1.777479618
1,17,19,0,0,8.9,5.7,0,8.9,0,0,1.739403018
1,17,20,0,0,9.4,2.6,0,9.4,0,0,1.613355207
1,17,21,0,0,9.4,3.1,0,9.4,0,0,1.477738243
1,17,22,0,0,9.4,4.1,0,9.4,0,0,1.213006479
1,17,23,0,0,8.9,4.1,0,8.9,0,0,0.947358047
1,18,0,0,0,8.9,4.1,0,8.9,0,0,0.685670926
1,18,1,0,0,10,5.2,0,10,0,0,0.581616079
1,18,2,0,0,9.4,4.6,0,9.4,0,0,0.546727688
1,18,3,0,0,9.4,7.2,0,9.4,0,0,0.538643356
1,18,4,0,0,9.4,6.2,0,9.4,0,0,0.541066729
1,18,5,0,0,8.9,3.6,0,8.9,0,0,0.591456251
1,18,6,0,0,8.9,4.1,0,8.9,0,0,0.779117735
1,18,7,1,2,8.9,3.1,2.105,7.126,19.033,0,1.087206448
1,18,8,0,18,8.3,9.3,17.042,7.58,158.563,100.012,1.026823673
1,18,9,1,58,8.3,8.8,55.602,8.1,515.947,450.558,0.889332278
1,18,10,0,116,8.9,7.2,112.185,9.606,1034.595,958.507,0.90183357
1,18,11,1,156,9.4,8.8,153.142,10.641,1405.859,1321.55,0.898576548
1,18,12,15,270,10.6,8.8,286.278,13.739,2591.902,2478.182,0.871304232
1,18,13,5,184,10,8.2,185.414,11.928,1692.357,1601.383,0.846034991
1,18,14,0,144,10,9.8,140.725,11.048,1289.598,1207.914,0.844889945
1,18,15,19,196,9.4,6.7,214.147,11.926,1951.737,1854.487,0.905987301
1,18,16,0,42,9.4,5.2,39.845,9.118,368.244,305.733,1.130452087
1,18,17,10,14,9.4,5.2,15.664,8.374,139.535,81.336,1.562513684
1,18,18,0,0,8.9,6.2,0,8.9,0,0,1.815011616
1,18,19,0,0,8.9,6.2,0,8.9,0,0,1.762004318
1,18,20,0,0,8.3,5.7,0,8.3,0,0,1.636634621
1,18,21,0,0,7.8,6.7,0,7.8,0,0,1.501683593
1,18,22,0,0,7.2,6.2,0,7.2,0,0,1.233905835
1,18,23,0,0,6.7,5.2,0,6.7,0,0,0.968765522
1,19,0,0,0,5.6,4.1,0,5.6,0,0,0.709947617
1,19,1,0,0,5,4.1,0,5,0,0,0.610989924
1,19,2,0,0,3.3,1.5,0,3.3,0,0,0.578601659
1,19,3,0,0,3.3,2.6,0,3.3,0,0,0.573150132
1,19,4,0,0,2.8,3.1,0,2.8,0,0,0.577464453
1,19,5,0,0,3.3,2.1,0,3.3,0,0,0.628483185
1,19,6,0,0,3.3,3.1,0,3.3,0,0,0.819138148
1,19,7,31,7,2.2,3.6,14.215,0.76,117.39,59.599,1.109778898
1,19,8,559,31,4.4,3.1,238.696,8.451,1966.68,1869.062,1.045985787
1,19,9,779,30,7.2,1.5,461.374,19.675,3912.274,3760.172,0.883242392
1,19,10,858,64,8.3,1.5,676.206,27.681,5672.844,5460.32,0.880024951
1,19,11,869,91,8.9,2.1,807.925,30.565,6735.146,6481.055,0.858391888
1,19,12,842,130,10,2.6,869.479,32.097,7208.221,6934.381,0.822511404
1,19,13,802,130,10.6,2.6,817.917,31.605,6791.689,6535.277,0.792036528
1,19,14,834,116,11.1,2.6,756.953,30.487,6290.255,6054.041,0.79223188
1,19,15,745,97,11.7,3.1,564.834,25.397,4736.045,4556.987,0.854486795
1,19,16,385,91,10.6,2.1,269.204,17.856,2259.162,2154.177,1.083676026
1,19,17,107,18,9.4,2.6,50.646,9.609,406.389,343.142,1.509866236
1,19,18,0,0,8.9,2.1,0,8.9,0,0,1.777479618
1,19,19,0,0,8.9,1.5,0,8.9,0,0,1.728574357
1,19,20,0,0,8.3,2.1,0,8.3,0,0,1.601464859
1,19,21,0,0,7.8,2.6,0,7.8,0,0,1.470566302
1,19,22,0,0,6.7,2.1,0,6.7,0,0,1.209950382
1,19,23,0,0,5.6,0,0,5.6,0,0,0.952472078
1,20,0,0,0,5,0,0,5,0,0,0.698480472
1,20,1,0,0,3.9,1.5,0,3.9,0,0,0.6053339
1,20,2,0,0,3.3,1.5,0,3.3,0,0,0.574906232
1,20,3,0,0,3.9,1.5,0,3.9,0,0,0.568685449
1,20,4,0,0,1.7,0,0,1.7,0,0,0.578125207
1,20,5,0,0,1.7,2.1,0,1.7,0,0,0.63379594
1,20,6,0,0,1.1,2.1,0,1.1,0,0,0.866349637
1,20,7,75,4,1.1,2.6,21.16,-0.241,157.909,99.37,1.161589086
1,20,8,612,23,3.9,0,244.823,11.572,1973.176,1875.397,1.063225952
1,20,9,828,34,6.7,2.6,493.563,18.142,4216.317,4054.535,0.890106152
1,20,10,916,56,8.3,3.1,707.849,24.756,6020.158,5794.467,0.882699305
1,20,11,929,79,10,2.1,837.215,32.448,6915.388,6653.862,0.856357276
1,20,12,950,85,10.6,3.1,899.489,32.222,7451.1,7166.823,0.82047954
1,20,13,987,82,12.2,3.1,905.446,34.04,7427.424,7144.174,0.792036528
1,20,14,954,82,12.8,2.1,799.832,34.774,6505.788,6260.997,0.79223188
1,20,15,856,73,13.3,3.1,603.117,27.955,4988.825,4801.031,0.854486795
1,20,16,437,81,12.2,3.1,280.243,18.8,2330.491,2223.665,1.083676026
1,20,17,169,7,10,3.6,49.519,10.125,360.082,297.728,1.502758382
1,20,18,0,0,8.9,2.1,0,8.9,0,0,1.777479618
1,20,19,0,0,8.3,1.5,0,8.3,0,0,1.728574357
1,20,20,0,0,7.8,0,0,7.8,0,0,1.600128979
1,20,21,0,0,6.7,0,0,6.7,0,0,1.469200444
1,20,22,0,0,6.1,0,0,6.1,0,0,1.208939024
1,20,23,0,0,5.6,0,0,5.6,0,0,0.951567549
1,21,0,0,0,5,3.1,0,5,0,0,0.70591895
1,21,1,0,0,3.9,2.1,0,3.9,0,0,0.610054948
1,21,2,0,0,3.3,2.1,0,3.3,0,0,0.578141113
1,21,3,0,0,2.8,2.1,0,2.8,0,0,0.574122299
1,21,4,0,0,2.8,1.5,0,2.8,0,0,0.578742985
1,21,5,0,0,2.2,1.5,0,2.2,0,0,0.634956066
1,21,6,0,0,2.2,2.1,0,2.2,0,0,0.833084099
1,21,7,2,6,2.2,3.6,6.122,0.653,57.46,0.764,1.132011779
1,21,8,349,39,3.3,3.6,176.608,5.687,1501.706,1415.198,1.086732301
1,21,9,802,41,6.1,4.1,488.844,15.583,4228.956,4066.765,0.939298064
1,21,10,887,65,7.8,3.6,699.6,23.273,5993.551,5768.884,0.941778659
1,21,11,890,80,8.9,1.5,808.807,32.758,6671.407,6419.918,0.919777078
1,21,12,912,90,10.6,2.1,875.36,34.278,7179.458,6906.84,0.876348294
1,21,13,905,99,10.6,0,866.5,45.391,6713.573,6460.364,0.835877282
1,21,14,830,105,12.2,2.1,742.101,32.638,6103.969,5875.039,0.831357484
1,21,15,733,95,12.2,2.6,559.153,26.56,4666.351,4489.664,0.891545797
1,21,16,411,82,12.2,2.1,271.592,19.488,2256.96,2152.032,1.119593974
1,21,17,172,6,11.1,1.5,48.762,11.493,349.368,287.22,1.538914402
1,21,18,0,0,10,2.6,0,10,0,0,1.811789961
1,21,19,0,0,9.4,2.1,0,9.4,0,0,1.762819138
1,21,20,0,0,10,5.2,0,10,0,0,1.634984377
1,21,21,0,0,10,6.2,0,10,0,0,1.497935218
1,21,22,0,0,10,5.2,0,10,0,0,1.225393329
1,21,23,0,0,8.3,5.2,0,8.3,0,0,0.955412919
1,22,0,0,0,8.3,4.1,0,8.3,0,0,0.688875266
1,22,1,0,0,7.8,7.2,0,7.8,0,0,0.59195545
1,22,2,0,0,7.8,5.2,0,7.8,0,0,0.55590994
1,22,3,0,0,8.3,7.2,0,8.3,0,0,0.544966447
1,22,4,0,0,8.3,7.7,0,8.3,0,0,0.54882609
1,22,5,0,0,8.9,7.7,0,8.9,0,0,0.600115171
1,22,6,0,0,8.3,5.2,0,8.3,0,0,0.796940969
1,22,7,113,2,8.3,4.1,24.742,7.324,163.812,105.163,1.089550554
1,22,8,648,24,9.4,2.1,259.024,14.546,2060.643,1960.69,1.041510768
1,22,9,851,38,10.6,4.6,512.425,20.139,4340.747,4174.913,0.899031659
1,22,10,944,63,11.7,3.6,738.109,27.988,6184.495,5952.431,0.898962136
1,22,11,980,83,12.8,3.1,885.721,33.789,7269.474,6993.021,0.886447539
1,22,12,988,83,13.9,3.1,932.867,36.257,7576.864,7287.105,0.862599596
1,22,13,979,88,15,3.6,910.393,35.865,7402.832,7120.645,0.835624596
1,22,14,950,88,16.1,3.1,813.474,35.744,6588.438,6340.316,0.831357484
1,22,15,883,74,16.1,2.1,624.685,33.27,5040.256,4850.659,0.891545797
1,22,16,485,79,15.6,1.5,299.788,24.839,2421.247,2312.054,1.119593974
1,22,17,224,3,14.4,1.5,55.975,15.181,379.911,317.176,1.538110341
1,22,18,0,0,12.2,2.6,0,12.2,0,0,1.811789961
1,22,19,0,0,11.1,1.5,0,11.1,0,0,1.762819138
1,22,20,0,0,10,1.5,0,10,0,0,1.634984377
1,22,21,0,0,10,0,0,10,0,0,1.493870675
1,22,22,0,0,10,2.6,0,10,0,0,1.209910097
1,22,23,0,0,8.9,2.1,0,8.9,0,0,0.930254245
1,23,0,0,0,8.3,3.6,0,8.3,0,0,0.662156739
1,23,1,0,0,7.2,1.5,0,7.2,0,0,0.569712959
1,23,2,0,0,5.6,2.1,0,5.6,0,0,0.543364079
1,23,3,0,0,4.4,2.6,0,4.4,0,0,0.545025497
1,23,4,0,0,4.4,1.5,0,4.4,0,0,0.550823967
1,23,5,0,0,3.9,0,0,3.9,0,0,0.607055365
1,23,6,0,0,3.9,2.6,0,3.9,0,0,0.834106678
1,23,7,122,2,3.9,2.1,26.39,2.661,177.348,118.448,1.128616162
1,23,8,664,23,6.1,4.6,263.542,10.069,2137.037,2035.163,1.042138251
1,23,9,853,35,8.9,4.1,510.529,19.045,4346.203,4180.189,0.874336944
1,23,10,926,60,10.6,3.1,723.184,27.39,6077.337,5849.439,0.864857792
1,23,11,944,82,12.2,2.1,857.419,35.095,6992.829,6728.075,0.844685787
1,23,12,941,85,13.9,1.5,897.662,40.381,7142.412,6871.365,0.814789051
1,23,13,916,100,15,2.1,880.856,38.853,7058.1,6790.609,0.792036528
1,23,14,764,159,15.6,3.1,760.097,33.983,6217.772,5984.406,0.79223188
1,23,15,659,166,16.1,3.1,593.045,30.366,4879.584,4695.593,0.854486795
1,23,16,347,115,15.6,2.6,279.709,22.612,2318.643,2212.124,1.083676026
1,23,17,96,16,13.9,2.1,45.903,14.147,361.673,299.289,1.502758382
1,23,18,0,0,12.8,0,0,12.8,0,0,1.777479618
1,23,19,0,0,11.7,0,0,11.7,0,0,1.728574357
1,23,20,0,0,10,0,0,10,0,0,1.600128979
1,23,21,0,0,9.4,0,0,9.4,0,0,1.458263789
1,23,22,0,0,8.9,1.5,0,8.9,0,0,1.181616863
1,23,23,0,0,8.3,2.6,0,8.3,0,0,0.918103432
1,24,0,0,0,7.2,0,0,7.2,0,0,0.66651917
1,24,1,0,0,7.2,4.1,0,7.2,0,0,0.573449827
1,24,2,0,0,6.1,3.6,0,6.1,0,0,0.545087344
1,24,3,0,0,5,3.1,0,5,0,0,0.544927015
1,24,4,0,0,5,4.1,0,5,0,0,0.549658537
1,24,5,0,0,4.4,3.1,0,4.4,0,0,0.605874772
1,24,6,0,0,3.9,2.6,0,3.9,0,0,0.832286469
1,24,7,127,11,4.4,1.5,40.636,3.43,308.687,247.317,1.1237556
1,24,8,630,31,6.7,2.1,262.332,11.989,2123.094,2021.572,1.035530164
1,24,9,827,47,7.8,2.6,512.03,19.736,4351.598,4185.408,0.872438722
1,24,10,911,59,11.7,2.1,712.769,30.331,5906.925,5685.573,0.857819391
1,24,11,949,67,13.3,2.1,845.358,35.812,6870.032,6610.388,0.839247714
1,24,12,969,71,17.2,3.1,906.758,38.751,7274.502,6997.833,0.814789051
1,24,13,959,69,18.9,3.1,876.065,39.846,6984.079,6719.69,0.792036528
1,24,14,939,63,20,5.7,775.544,34.086,6332.972,6095.07,0.79223188
1,24,15,866,56,19.4,3.6,594.103,32.945,4800.787,4619.512,0.854486795
1,24,16,713,39,19.4,5.7,350.897,25.428,2782.807,2663.905,1.083676026
1,24,17,296,18,18.3,3.1,95.891,19.88,684.671,615.902,1.502758382
1,24,18,0,0,15.6,1.5,0,15.6,0,0,1.777479618
1,24,19,0,0,14.4,5.7,0,14.4,0,0,1.728574357
1,24,20,0,0,13.3,4.1,0,13.3,0,0,1.600128979
1,24,21,0,0,12.8,1.5,0,12.8,0,0,1.458263789
1,24,22,0,0,11.7,3.1,0,11.7,0,0,1.181616863
1,24,23,0,0,10,3.1,0,10,0,0,0.906894751
1,25,0,0,0,10,2.6,0,10,0,0,0.640425455
1,25,1,0,0,9.4,3.1,0,9.4,0,0,0.546180131
1,25,2,0,0,7.2,1.5,0,7.2,0,0,0.521043901
1,25,3,0,0,6.1,1.5,0,6.1,0,0,0.523457045
1,25,4,0,0,6.1,3.1,0,6.1,0,0,0.531529305
1,25,5,0,0,8.3,3.6,0,8.3,0,0,0.582346112
1,25,6,0,0,6.7,1.5,0,6.7,0,0,0.805447843
1,25,7,152,0,6.7,2.1,28.899,5.716,180.709,121.747,1.098939167
1,25,8,717,20,10,2.1,278.803,15.698,2199.875,2096.406,1.012757408
1,25,9,856,45,13.9,5.2,526.303,23.098,4403.653,4235.75,0.845736913
1,25,10,653,56,15,5.7,533.532,24.194,4555.173,4382.232,0.838174325
1,25,11,1009,68,16.1,5.2,896.583,32.736,7397.852,7115.88,0.829635002
1,25,12,1015,84,17.2,3.6,963.162,39.047,7716.354,7420.452,0.814789051
1,25,13,1009,88,18.9,3.6,942.051,40.375,7491.286,7205.264,0.792036528
1,25,14,977,89,19.4,3.6,836.737,38.559,6685.623,6433.555,0.79223188
1,25,15,897,79,20,0,645.405,47.127,4861.367,4678.005,0.854486795
1,25,16,515,84,20,2.1,321.75,28.833,2555.993,2443.233,1.083676026
1,25,17,233,7,18.3,1.5,64.662,19.497,444.504,380.516,1.502758382
1,25,18,0,0,15.6,2.6,0,15.6,0,0,1.777479618
1,25,19,0,0,13.9,0,0,13.9,0,0,1.728574357
1,25,20,0,0,12.2,2.1,0,12.2,0,0,1.600128979
1,25,21,0,0,11.1,0,0,11.1,0,0,1.458263789
1,25,22,0,0,10.6,0,0,10.6,0,0,1.181616863
1,25,23,0,0,9.4,1.5,0,9.4,0,0,0.906894751
1,26,0,0,0,8.9,1.5,0,8.9,0,0,0.638927928
1,26,1,0,0,7.8,0,0,7.8,0,0,0.545798
1,26,2,0,0,7.2,1.5,0,7.2,0,0,0.518784629
1,26,3,0,0,6.7,0,0,6.7,0,0,0.519687815
1,26,4,0,0,6.7,2.1,0,6.7,0,0,0.526882171
1,26,5,0,0,6.1,0,0,6.1,0,0,0.584745925
1,26,6,0,0,7.2,1.5,0,7.2,0,0,0.77634409
1,26,7,142,2,6.7,0,29.949,4.887,197.184,137.915,1.065672314
1,26,8,653,27,10.6,0,265.98,19.216,2078.945,1978.533,1.003224851
1,26,9,846,40,13.9,1.5,515.607,27.878,4217.626,4055.802,0.842331687
1,26,10,881,73,16.1,1.5,711.028,36.309,5726.17,5511.652,0.82615246
1,26,11,922,81,18.9,2.1,843.698,41.121,6678.182,6426.417,0.829635002
1,26,12,966,87,22.2,2.6,927.281,45.23,7198.461,6925.035,0.814789051
1,26,13,950,105,23.3,2.6,921.283,46.354,7105.704,6836.208,0.792036528
1,26,14,873,116,24.4,2.6,796.505,44.526,6177.381,5945.595,0.79223188
1,26,15,821,97,25.6,4.6,624.048,38.469,4921.505,4736.059,0.854486795
1,26,16,273,94,24.4,2.6,224.869,30.165,1802.777,1709.159,1.083676026
1,26,17,148,21,22.8,1.5,65.038,23.71,484.283,419.517,1.502758382
1,26,18,0,0,18.3,2.6,0,18.3,0,0,1.777479618
1,26,19,0,0,16.7,1.5,0,16.7,0,0,1.728574357
1,26,20,0,0,16.1,1.5,0,16.1,0,0,1.600128979
1,26,21,0,0,17.2,5.2,0,17.2,0,0,1.458263789
1,26,22,0,0,18.3,6.2,0,18.3,0,0,1.181616863
1,26,23,0,0,18.9,6.2,0,18.9,0,0,0.906894751
1,27,0,0,0,17.8,4.6,0,17.8,0,0,0.635994466
1,27,1,0,0,17.2,5.2,0,17.2,0,0,0.527219181
1,27,2,0,0,17.2,5.2,0,17.2,0,0,0.484821157
1,27,3,0,0,17.2,6.7,0,17.2,0,0,0.472853919
1,27,4,0,0,17.2,6.2,0,17.2,0,0,0.470527914
1,27,5,0,0,17.2,5.7,0,17.2,0,0,0.521349916
1,27,6,0,0,16.7,5.2,0,16.7,0,0,0.715884351
1,27,7,4,13,16.1,4.6,13.213,15.081,116.65,58.872,1.004906869
1,27,8,297,96,17.8,5.7,218.622,20.593,1797.057,1703.577,0.953881517
1,27,9,369,160,19.4,5.2,385.762,25.881,3235.288,3103.607,0.816671035
1,27,10,586,207,21.7,6.2,656.837,32.442,5408.573,5205.793,0.81329057
1,27,11,436,289,22.2,4.6,681.696,35.955,5547.489,5339.617,0.829635002
1,27,12,757,179,23.9,4.6,865.481,41.386,6855.963,6596.9,0.814789051
1,27,13,620,256,24.4,4.1,816.328,42.048,6443.525,6201.228,0.792036528
1,27,14,278,290,25,3.6,530.122,37.175,4283.941,4119.963,0.79223188
1,27,15,60,216,24.4,3.6,269.451,30.244,2252.25,2147.442,0.854486795
1,27,16,1,111,23.9,2.6,113.689,25.938,973.104,898.333,1.083676026
1,27,17,0,24,22.2,3.1,23.055,21.51,201.529,142.179,1.502758382
1,27,18,0,0,21.1,4.1,0,21.1,0,0,1.777479618
1,27,19,0,0,20,3.6,0,20,0,0,1.728574357
1,27,20,0,0,18.9,3.1,0,18.9,0,0,1.600128979
1,27,21,0,0,18.9,3.6,0,18.9,0,0,1.458263789
1,27,22,0,0,18.3,3.6,0,18.3,0,0,1.181616863
1,27,23,0,0,16.1,2.6,0,16.1,0,0,0.906894751
1,28,0,0,0,15.6,2.1,0,15.6,0,0,0.642568155
1,28,1,0,0,16.1,3.1,0,16.1,0,0,0.531166208
1,28,2,0,0,14.4,0,0,14.4,0,0,0.487432397
1,28,3,0,0,13.3,1.5,0,13.3,0,0,0.474219324
1,28,4,0,0,13.3,2.1,0,13.3,0,0,0.473199072
1,28,5,0,0,15.6,3.6,0,15.6,0,0,0.525446612
1,28,6,0,0,15,3.1,0,15,0,0,0.726509872
1,28,7,3,8,16.1,3.6,8.217,14.746,72.36,15.393,1.026068248
1,28,8,59,85,16.7,4.1,112.75,17.692,978.449,903.564,0.986318844
1,28,9,370,179,18.9,4.6,408.58,26.125,3427.008,3289.703,0.861702129
1,28,10,836,180,21.1,6.2,805.299,34.412,6559.679,6312.719,0.86420684
1,28,11,931,98,22.8,5.2,880.149,39.572,7023.693,6757.646,0.882123803
1,28,12,705,197,24.4,3.6,841.742,43.407,6600.237,6351.638,0.862599596
1,28,13,372,262,24.4,2.6,608.147,39.932,4854.556,4671.429,0.835624596
1,28,14,641,203,26.1,2.6,722.431,43.685,5636.216,5425.058,0.831357484
1,28,15,500,163,25,2.1,500.071,38.559,3964.085,3810.356,0.891545797
1,28,16,242,139,25.6,0,265.591,38.088,2073.091,1972.826,1.119593974
1,28,17,134,26,23.9,0,68.572,27.163,513.908,448.559,1.538110341
1,28,18,0,0,21.7,3.1,0,21.7,0,0,1.811789961
1,28,19,0,0,18.9,2.1,0,18.9,0,0,1.762819138
1,28,20,0,0,17.8,0,0,17.8,0,0,1.634984377
1,28,21,0,0,17.2,2.1,0,17.2,0,0,1.493870675
1,28,22,0,0,16.7,2.1,0,16.7,0,0,1.209910097
1,28,23,0,0,15,1.5,0,15,0,0,0.922429609
1,29,0,0,0,15,2.1,0,15,0,0,0.642568155
1,29,1,0,0,14.4,2.1,0,14.4,0,0,0.531166208
1,29,2,0,0,12.8,1.5,0,12.8,0,0,0.487432397
1,29,3,0,0,13.9,3.1,0,13.9,0,0,0.474219324
1,29,4,0,0,12.8,2.1,0,12.8,0,0,0.473199072
1,29,5,0,0,13.3,3.6,0,13.3,0,0,0.525446612
1,29,6,0,0,12.8,3.1,0,12.8,0,0,0.726509872
1,29,7,37,13,12.8,3.1,22.206,11.767,181.413,122.437,1.026068248
1,29,8,475,67,15,4.1,251.851,19.045,2031.073,1931.857,0.986318844
1,29,9,751,69,17.2,2.1,503.842,29.537,4105.362,3947.149,0.861702129
1,29,10,839,92,18.9,2.6,712.034,36.137,5744.466,5529.26,0.86420684
1,29,11,842,108,20.6,3.1,821.063,39.819,6545.321,6298.94,0.882123803
1,29,12,827,156,22.2,2.6,903.777,44.632,7041.201,6774.42,0.862599596
1,29,13,857,131,24.4,2.1,879.29,47.796,6733.491,6479.467,0.835624596
1,29,14,843,96,25,1.5,758.481,47.333,5799.004,5581.746,0.831357484
1,29,15,640,103,25.6,2.1,525.137,39.882,4122.019,3963.273,0.891545797
1,29,16,230,105,24.4,2.6,220.397,29.787,1783.615,1690.459,1.119593974
1,29,17,7,25,22.2,1.5,25.66,21.915,220.139,160.44,1.538110341
1,29,18,0,0,20,2.1,0,20,0,0,1.811789961
1,29,19,0,0,18.9,1.5,0,18.9,0,0,1.762819138
1,29,20,0,0,17.8,0,0,17.8,0,0,1.634984377
1,29,21,0,0,17.2,0,0,17.2,0,0,1.493870675
1,29,22,0,0,16.1,1.5,0,16.1,0,0,1.209910097
1,29,23,0,0,15.6,0,0,15.6,0,0,0.922429609
1,30,0,0,0,15,0,0,15,0,0,0.635994466
1,30,1,0,0,13.9,1.5,0,13.9,0,0,0.527219181
1,30,2,0,0,12.8,3.1,0,12.8,0,0,0.484821157
1,30,3,0,0,12.2,2.1,0,12.2,0,0,0.472853919
1,30,4,0,0,11.1,1.5,0,11.1,0,0,0.470527914
1,30,5,0,0,11.1,2.1,0,11.1,0,0,0.521349916
1,30,6,0,0,11.7,1.5,0,11.7,0,0,0.715884351
1,30,7,15,13,11.1,2.6,16.499,9.698,143.321,85.051,1.004906869
1,30,8,588,39,12.2,2.1,261.373,17.39,2085.163,1984.596,0.953881517
1,30,9,767,60,14.4,2.1,503.459,26.796,4154.229,3994.45,0.816671035
1,30,10,864,77,17.2,0,714.058,44.713,5515.032,5308.356,0.81329057
1,30,11,919,80,18.9,0,847.468,51.518,6355.723,6116.919,0.829635002
1,30,12,952,78,20,3.1,913.504,41.606,7226.978,6952.339,0.814789051
1,30,13,920,91,21.7,4.1,883.129,40.872,7008.659,6743.243,0.792036528
1,30,14,899,82,21.7,5.2,781.773,36.734,6309.222,6072.259,0.79223188
1,30,15,830,68,21.7,3.1,602.531,36.133,4808.681,4627.135,0.854486795
1,30,16,563,54,20.6,4.1,316.643,27.287,2524.046,2412.138,1.083676026
1,30,17,250,26,18.9,3.1,96.649,20.42,714.734,645.353,1.502758382
1,30,18,0,0,17.2,0,0,17.2,0,0,1.777479618
1,30,19,0,0,15.6,0,0,15.6,0,0,1.728574357
1,30,20,0,0,15,0,0,15,0,0,1.600128979
1,30,21,0,0,13.9,0,0,13.9,0,0,1.458263789
1,30,22,0,0,12.8,1.5,0,12.8,0,0,1.181616863
1,30,23,0,0,12.2,4.1,0,12.2,0,0,0.906894751
1,31,0,0,0,10.6,2.6,0,10.6,0,0,0.635994466
1,31,1,0,0,10.6,4.1,0,10.6,0,0,0.527219181
1,31,2,0,0,10,4.6,0,10,0,0,0.484821157
1,31,3,0,0,9.4,3.6,0,9.4,0,0,0.477427885
1,31,4,0,0,8.3,3.6,0,8.3,0,0,0.486675288
1,31,5,0,0,7.8,4.1,0,7.8,0,0,0.545860148
1,31,6,0,0,7.2,4.1,0,7.2,0,0,0.769363454
1,31,7,59,20,7.8,2.1,34.71,6.997,288.846,227.852,1.037040176
1,31,8,454,56,9.4,3.1,234.495,13.415,1936.058,1839.194,0.979077557
1,31,9,680,85,11.7,3.1,486.478,22.254,4112.789,3954.339,0.826935051
1,31,10,661,158,15.6,2.6,663.201,31.703,5478.002,5272.685,0.81329057
1,31,11,518,212,17.2,2.6,674.845,34.013,5543.271,5335.554,0.829635002
1,31,12,292,257,17.8,2.1,543.049,32.435,4502.051,4330.885,0.814789051
1,31,13,191,393,18.9,2.1,599.836,34.551,4922.931,4737.435,0.792036528
1,31,14,654,164,19.4,0,697.372,46.813,5353.292,5152.52,0.79223188
1,31,15,194,182,19.4,2.1,318.945,28.327,2675.636,2559.658,0.854486795
1,31,16,35,126,18.9,0,150.257,25.795,1276.84,1195.441,1.083676026
1,31,17,40,44,17.2,0,59.532,18.572,505.767,440.578,1.502758382
1,31,18,0,0,15.3,0.4,0,15.3,0,0,1.777479618
1,31,19,0,0,13.3,0.8,0,13.3,0,0,1.728574357
1,31,20,0,0,12.1,1.2,0,12.1,0,0,1.600128979
1,31,21,0,0,11.7,1.6,0,11.7,0,0,1.458263789
1,31,22,0,0,11.2,2.6,0,11.2,0,0,1.181616863
1,31,23,0,0,10.7,2.7,0,10.7,0,0,0.906894751
2,1,0,0,0,10.4,3,0,10.4,0,0,0.63599448
2,1,1,0,0,9.9,2.6,0,9.9,0,0,0.530125792
2,1,2,0,0,8.6,2.7,0,8.6,0,0,0.497029499
2,1,3,0,0,6.8,3.3,0,6.8,0,0,0.499839238
2,1,4,0,0,6.2,1.9,0,6.2,0,0,0.508311157
2,1,5,0,0,5.3,1.3,0,5.3,0,0,0.573573284
2,1,6,0,0,2.2,2.1,0,2.2,0,0,0.792445376
2,1,7,103,15,3.3,3.1,39.242,2.536,310.962,249.548,1.032233419
2,1,8,570,41,5.6,3.1,258.387,10.201,2135.135,2033.31,0.954289033
2,1,9,769,61,7.8,2.6,508.045,19.625,4337.806,4172.068,0.821279379
2,1,10,859,77,10.6,1.5,713.805,31.089,5904.213,5682.964,0.818517989
2,1,11,903,87,13.3,1.5,846.679,37.974,6813.224,6555.926,0.799306066
2,1,12,917,91,15.6,2.6,903.247,38.351,7265.856,6989.558,0.784426795
